Código da IES,Nome da IES,Sigla da IES,Município,UF,Categoria Administrativa,Organização Acadêmica
2045,FACULDADE AMADEUS,FAMA,ARACAJU,SE,Privada,Faculdade
1185,CENTRO UNIVERSITÁRIO JORGE AMADO,UNIJORGE,SALVADOR,BA,Privada,Centro Universitário
3641,CENTRO UNIVERSITÁRIO DA FUNDAÇÃO EDUCACIONAL DE BARRETOS,UNIFEB,BARRETOS,SP,Privada,Centro Universitário
47,UNIVERSIDADE ESTADUAL DE GOIÁS,UEG,ANAPOLIS,GO,Pública,Universidade
2242,FACULDADE DO RECIFE,FAREC,RECIFE,PE,Privada,Faculdade
4502,FACULDADES INTEGRADAS CAMPO-GRANDENSES,FIC,RIO DE JANEIRO,RJ,Privada,Faculdade
2799,FANEESP - FACULDADE NACIONAL DE EDUCAÇÃO E ENSINO SUPERIOR DO PARANÁ,FANEESP,ARAUCARIA,PR,Privada,Faculdade
1227,FACULDADE SÃO FRANCISCO DE BARREIRAS - FASB,FASB,BARREIRAS,BA,Privada,Faculdade
3183,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SERGIPE",IFS,ARACAJU,SE,Pública,"Instituto Federal de Educação, Ciência e Tecnologia"
3311,FACULDADE DE TECNOLOGIA SÃO FRANCISCO,FATESF,"BARRA DE SAOFRANCISCO",ES,Privada,Faculdade
926,CENTRO UNIVERSITÁRIO ANHANGUERA DE CAMPO GRANDE,,CAMPO GRANDE,MS,Privada,Centro Universitário
2724,INSTITUTO DE ENSINO SUPERIOR DO SUL DO MARANHÃO,IESMA,IMPERATRIZ,MA,Privada,Faculdade
346,INSTITUTO SUPERIOR DE CIÊNCIAS APLICADAS - ISCA,ISCA,LIMEIRA,SP,Privada,Faculdade
1139,FACULDADE DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS - FEAD-MG,FEAD - MG,BELO HORIZONTE,MG,Privada,Faculdade
463,FACULDADE DE COMUNICAÇÃO E MARKETING DA - FUNDAÇÃO ARMANDO ÁLVARES PENTEADO,FACOM-FAAP,SAO PAULO,SP,Privada,Faculdade
1750,UNIDADE DE ENSINO SUPERIOR EXPOENTE,UNIEXP,CURITIBA,PR,Privada,Faculdade
2275,FACULDADE DE DIREITO SANTO AGOSTINHO,FADISA,MONTES CLAROS,MG,Privada,Faculdade
3389,FACULDADE RAÍZES,SER,ANAPOLIS,GO,Privada,Faculdade
16,UNIVERSIDADE GAMA FILHO,UGF,RIO DE JANEIRO,RJ,Privada,Universidade
1291,FACULDADE DO NORTE PIONEIRO,FANORPI,"SANTO ANTONIO DAPLATINA",PR,Privada,Faculdade
5537,FACULDADES VALE DO CARANGOLA - FAVALE,FAVALE,CARANGOLA,MG,Privada,Faculdade
1703,INSTITUTO DE ENSINO SUPERIOR DE RIO VERDE,IESRIVER,RIO VERDE,GO,Privada,Faculdade
277,CENTRO UNIVERSITÁRIO AUGUSTO MOTTA,UNISUAM,RIO DE JANEIRO,RJ,Privada,Centro Universitário
376,CENTRO UNIVERSITÁRIO ANHANGUERA DE SÃO PAULO,,SAO PAULO,SP,Privada,Centro Universitário
2244,FACULDADE DA CIDADE DE MACEIÓ,FACIMA,MACEIO,AL,Privada,Faculdade
1656,INSTITUTO DE ENSINO SUPERIOR DE TERESINA,IEST,TERESINA,PI,Privada,Faculdade
1129,CENTRO UNIVERSITÁRIO DO NORTE PAULISTA,UNORP,"SAO JOSE DO RIOPRETO",SP,Privada,Centro Universitário
2243,FACULDADE PARAÍBANA,FAP,JOAO PESSOA,PB,Privada,Faculdade
2843,FACULDADE DE CIÊNCIAS MÉDICAS E DA SAÚDE DE JUIZ DE FORA,FCMS/JF,JUIZ DE FORA,MG,Privada,Faculdade
1275,FACULDADE DO GUARUJÁ,FAGU,GUARUJA,SP,Privada,Faculdade
1257,"FACULDADE DE ADMINISTRAÇÃO, CIÊNCIAS, EDUCAÇÃO E LETRAS",FACEL,CURITIBA,PR,Privada,Faculdade
4016,INSTITUTO NACIONAL DE EDUCAÇÃO DE SURDOS,INES,RIO DE JANEIRO,RJ,Pública,Faculdade
669,UNIVERSIDADE NILTON LINS,UNINILTONLINS,MANAUS,AM,Privada,Universidade
1949,FACULDADE DE PAULÍNIA,FACP,PAULINIA,SP,Privada,Faculdade
142,CENTRO UNIVERSITÁRIO DO TRIÂNGULO,UNITRI,UBERLANDIA,MG,Privada,Centro Universitário
1363,FACULDADE VISCONDE DE CAIRÚ,FAVIC,SALVADOR,BA,Privada,Faculdade
1493,FACULDADE ALVES FARIA,ALFA,GOIANIA,GO,Privada,Faculdade
1772,FACULDADE NORDESTE,FANOR,FORTALEZA,CE,Privada,Faculdade
5303,FACULDADE ANHANGÜERA DE DOURADOS,FAD,DOURADOS,MS,Privada,Faculdade
1615,INSTITUTO SUPERIOR DO LITORAL DO PARANÁ,ISULPAR,PARANAGUA,PR,Privada,Faculdade
1409,FACULDADE DO CENTRO LESTE,UCL,SERRA,ES,Privada,Faculdade
374,CENTRO UNIVERSITÁRIO DAS FACULDADES METROPOLITANAS UNIDAS,FMU,SAO PAULO,SP,Privada,Centro Universitário
1789,FACULDADE CATUAÍ,ICES,CAMBE,PR,Privada,Faculdade
1273,FACULDADE CAMPO LIMPO PAULISTA,FACCAMP,"CAMPO LIMPOPAULISTA",SP,Privada,Faculdade
243,FACULDADE DO CLUBE NÁUTICO MOGIANO,FCNM,MOGI DAS CRUZES,SP,Privada,Faculdade
2010,FACULDADE ESAMC SOROCABA,ESAMC,SOROCABA,SP,Privada,Faculdade
1864,FACULDADE DE ADMINISTRAÇÃO DA ASSOCIAÇÃO BRASILIENSE DE EDUCAÇÃO,FABE,MARAU,RS,Privada,Faculdade
2501,FACULDADE ESTÁCIO DE SÁ DE GOIÁS,FESGO,GOIANIA,GO,Privada,Faculdade
1497,FACULDADE DE ADMINISTRAÇÃO DE SANTA CRUZ DO RIO PARDO,FASC,"SANTA CRUZ DO RIOPARDO",SP,Privada,Faculdade
296,UNIVERSIDADE DA REGIÃO DA CAMPANHA,URCAMP,BAGE,RS,Privada,Universidade
3020,FACULDADE SANTA RITA DE CÁSSIA,IFASC,ITUMBIARA,GO,Privada,Faculdade
363,FACULDADE MOZARTEUM DE SÃO PAULO,FAMOSP,SAO PAULO,SP,Privada,Faculdade
3304,FACULDADES INTEGRADAS DE PATOS,FIP,PATOS,PB,Privada,Faculdade
2726,ESCOLA SUPERIOR DE ADMINISTRAÇÃO DE EMPRESAS,INEA,"SAO JOSE DOSCAMPOS",SP,Privada,Faculdade
1118,UNIÃO DAS ESCOLAS DO GRUPO FAIMI DE EDUCAÇÃO,FAIMI,MIRASSOL,SP,Privada,Faculdade
1655,FACULDADE CENECISTA DE SETE LAGOAS,FCSL,SETE LAGOAS,MG,Privada,Faculdade
2009,FACULDADE DE TAQUARITINGA,FTGA,TAQUARITINGA,SP,Privada,Faculdade
1816,INSTITUTO DE ENSINO SUPERIOR DE BAURU,IESB,BAURU,SP,Privada,Faculdade
1513,INSTITUTO DE CIÊNCIAS JURÍDICAS E SOCIAIS PROFESSOR CAMILLO FILHO,ICF,TERESINA,PI,Privada,Faculdade
873,FACULDADES UNIFICADAS DE FOZ DO IGUAÇU,UNIFOZ,FOZ DO IGUACU,PR,Privada,Faculdade
1256,FACULDADE DOM BOSCO,DOM BOSCO,CASCAVEL,PR,Privada,Faculdade
1881,FACULDADE DA ESCADA,FAESC,ESCADA,PE,Privada,Faculdade
608,"ESCOLA SUPERIOR DE CRUZEIRO ""PREFEITO HAMILTON VIEIRA MENDES""",ESEFIC,CRUZEIRO,SP,Pública,Faculdade
1385,FACULDADES INTEGRADAS IPEP,FIPEP,SAO PAULO,SP,Privada,Faculdade
605,UNIVERSIDADE MUNICIPAL DE SÃO CAETANO DO SUL,USCS,"SAO CAETANO DOSUL",SP,Pública,Universidade
1904,FACULDADE SÃO CAMILO,FASC,RIO DE JANEIRO,RJ,Privada,Faculdade
2437,FACULDADE PITÁGORAS DE TEIXEIRA DE FREITAS,PIT TEIXEIRA,"TEIXEIRA DEFREITAS",BA,Privada,Faculdade
2102,FACULDADE DE AURIFLAMA,FAU,AURIFLAMA,SP,Privada,Faculdade
87,CENTRO UNIVERSITÁRIO DE BRUSQUE,UNIFEBE,BRUSQUE,SC,Privada,Centro Universitário
473,"FACULDADE DE CIÊNCIAS ECONÔMICAS, ADMINISTRATIVAS E DA COMPUTAÇÃO DOM BOSCO",FCEACDB,RESENDE,RJ,Privada,Faculdade
3644,FACULDADE CATÓLICA SANTA TERESINHA,FCST,CAICO,RN,Privada,Faculdade
606,FACULDADE DE DIREITO DE CACHOEIRO DO ITAPEMIRIM,FDCI,"CACHOEIRO DEITAPEMIRIM",ES,Privada,Faculdade
2146,FACULDADE DO ACRE,FAC,RIO BRANCO,AC,Privada,Faculdade
4399,FACULDADE DE BALSAS,UNIBALSAS,BALSAS,MA,Privada,Faculdade
1642,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE ITABUNA,FTC,ITABUNA,BA,Privada,Faculdade
2311,FACULDADE DE CIÊNCIAS JURÍDICAS PROFESSOR ALBERTO DEODATO,FCJPAD,BELO HORIZONTE,MG,Privada,Faculdade
621,CENTRO UNIVERSITÁRIO CESMAC,CESMAC,MACEIO,AL,Privada,Centro Universitário
638,FACULDADE DE DIREITO MILTON CAMPOS,FDMC,NOVA LIMA,MG,Privada,Faculdade
4962,CENTRO UNIVERSITÁRIO DE SETE LAGOAS,UNIFEMM,SETE LAGOAS,MG,Privada,Centro Universitário
14157,FACULDADE DE EDUCAÇÃO E ESTUDOS SOCIAIS DE UBERLÂNDIA,FUNEES Uberlândia,UBERLANDIA,MG,Privada,Faculdade
1174,FACULDADE DE SABARÁ,SOECS,SABARA,MG,Privada,Faculdade
898,FACULDADE DE CIÊNCIAS ECONÔMICAS E ADMINISTRATIVAS SANTA RITA DE CÁSSIA,FACEAS,SAO PAULO,SP,Privada,Faculdade
3204,FACULDADE DE QUATRO MARCOS,FQM,"SAO JOSE DOSQUATRO MARCOS",MT,Privada,Faculdade
1255,FACULDADE BOA VIAGEM,FBV,RECIFE,PE,Privada,Faculdade
3948,FACULDADE DE TECNOLOGIA SENAC BLUMENAU,SENAC,BLUMENAU,SC,Privada,Faculdade
170,FACULDADES DA FUNDAÇÃO DE ENSINO DE MOCOCA,FAFEM,MOCOCA,SP,Pública,Faculdade
3947,FACULDADE DE TECNOLOGIA SENAC CHAPECÓ,SENAC,CHAPECO,SC,Privada,Faculdade
2248,FACULDADE SERGIPANA,FASER,ARACAJU,SE,Privada,Faculdade
481,UNIVERSIDADE GUARULHOS,UNG,GUARULHOS,SP,Privada,Universidade
847,FACULDADE PIAUIENSE DE PROCESSAMENTO DE DADOS,FPPD,TERESINA,PI,Privada,Faculdade
3375,INSTITUTO DE ENSINO SUPERIOR MÚLTIPLO,IESM,TIMON,MA,Privada,Faculdade
5669,FACULDADE DE TECNOLOGIA DE SÃO JOSÉ DOS CAMPOS,ETEP,"SAO JOSE DOSCAMPOS",SP,Privada,Faculdade
2256,FACULDADE OBOÉ II,FSM,FORTALEZA,CE,Privada,Faculdade
1067,FACULDADE DE JUSSARA,FAJ,JUSSARA,GO,Privada,Faculdade
3779,FACULDADE ESTÁCIO DE SANTO ANDRÉ,"ESTÁCIO SANTOANDRÉ",SANTO ANDRE,SP,Privada,Faculdade
4294,FACULDADE DE TECNOLOGIA SENAC JARAGUÁ DO SUL,,JARAGUA DO SUL,SC,Privada,Faculdade
3466,FACULDADE DE SERVIÇO SOCIAL DE PASSOS,FASESP,PASSOS,MG,Privada,Faculdade
2058,FACULDADE METROPOLITANA,UNNESA,PORTO VELHO,RO,Privada,Faculdade
1440,INSTITUTO APHONSIANO DE ENSINO SUPERIOR,IAESUP,TRINDADE,GO,Privada,Faculdade
1053,FACULDADE DE TECNOLOGIA E CIÊNCIAS DE FEIRA DE SANTANA,FTC,FEIRA DE SANTANA,BA,Privada,Faculdade
1221,FACULDADE GAMMON,,"PARAGUACUPAULISTA",SP,Privada,Faculdade
1189,UNIVERSIDADE DO PLANALTO CATARINENSE,UNIPLAC,LAGES,SC,Privada,Universidade
2903,FACULDADE CONCÓRDIA,FACC,CONCORDIA,SC,Privada,Faculdade
1725,FACULDADE XV DE AGOSTO,FAQ,SOCORRO,SP,Privada,Faculdade
5217,FACULDADES INTEGRADAS PAULISTA,FIP,SAO PAULO,SP,Privada,Faculdade
2040,FACULDADE DO FUTURO,FAF,MANHUACU,MG,Privada,Faculdade
1532,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS NOSSA SENHORA APARECIDA",FNSA,SERTAOZINHO,SP,Privada,Faculdade
1267,INSTITUTO DE ENSINO SUPERIOR DA GRANDE FLORIANÓPOLIS,IESGF,SAO JOSE,SC,Privada,Faculdade
2620,FACULDADE DE AMPÉRE,FAMPER,AMPERE,PR,Privada,Faculdade
3176,INSTITUTO SUPERIOR DE EDUCAÇÃO EQUIPE,ISEE,SAPUCAIA DO SUL,RS,Privada,Faculdade
1173,FACULDADE ANHANGUERA DE BRASÍLIA,FAB,BRASILIA,DF,Privada,Faculdade
2491,INSTITUTO SUPERIOR DE EDUCAÇÃO DO CECAP,ISCECAP,BRASILIA,DF,Privada,Faculdade
3480,FACULDADE DE CIÊNCIAS JURÍDICAS DE DIAMANTINA,FCJ,DIAMANTINA,MG,Privada,Faculdade
3772,FACULDADE DE TECNOLOGIA PASTOR DOHMS,TECNODOHMS,PORTO ALEGRE,RS,Privada,Faculdade
1690,FACULDADE DE SÃO VICENTE,FSV,SAO VICENTE,SP,Privada,Faculdade
68,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE PENÁPOLIS,FAFIPE,PENAPOLIS,SP,Privada,Faculdade
4017,CENTRO UNIVERSITÁRIO PADRE ANCHIETA,UNIANCHIETA,JUNDIAI,SP,Privada,Centro Universitário
1854,FACULDADES INTEGRADAS CLARETIANAS,FIC,RIO CLARO,SP,Privada,Faculdade
1202,FACULDADE SANTA RITA,FASAR,"CONSELHEIROLAFAIETE",MG,Privada,Faculdade
3460,INSTITUTO SUPERIOR DE ENSINO E PESQUISA DE ITUIUTABA,ISEPI,ITUIUTABA,MG,Privada,Faculdade
457,UNIVERSIDADE BANDEIRANTE ANHANGUERA,UNIBAN,SAO PAULO,SP,Privada,Universidade
2915,FACULDADE CIDADE DE PATOS DE MINAS,FPM,PATOS DE MINAS,MG,Privada,Faculdade
1702,ESTÁCIO ATUAL - FACULDADE ESTÁCIO DA AMAZÔNIA,,BOA VISTA,RR,Privada,Faculdade
513,UNIVERSIDADE VALE DO RIO DOCE,UNIVALE,"GOVERNADORVALADARES",MG,Privada,Universidade
4566,ESTÁCIO FATERN - FACULDADE ESTÁCIO DO RIO GRANDE DO NORTE,,NATAL,RN,Privada,Faculdade
3319,FACULDADE DE ENSINO SUPERIOR DE CATALÃO,"FACULDADECESUC",CATALAO,GO,Privada,Faculdade
627,FACULDADE CENECISTA DE VARGINHA,FACECA,VARGINHA,MG,Privada,Faculdade
1124,INSTITUTO DE EDUCAÇÃO SUPERIOR UNYAHNA DE BARREIRAS,IESUB,BARREIRAS,BA,Privada,Faculdade
3411,FACULDADE EÇA DE QUEIROS,FACEQ,JANDIRA,SP,Privada,Faculdade
474,FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DOM BOSCO,FFCLDB,RESENDE,RJ,Privada,Faculdade
973,FACULDADE DE LUCÉLIA,,LUCELIA,SP,Privada,Faculdade
1292,FACULDADES ADAMANTINENSES INTEGRADAS,FAI,ADAMANTINA,SP,Pública,Faculdade
3776,INSTITUTO DE ENSINO SUPERIOR DE MATO GROSSO,IESMT,CUIABA,MT,Privada,Faculdade
1934,FACULDADE SINOP,FASIP,SINOP,MT,Privada,Faculdade
2741,FACULDADE CATÓLICA DOM ORIONE,FACDO,ARAGUAINA,TO,Privada,Faculdade
4259,FACULDADE DE INHUMAS - FAC-MAIS,FACMAIS,INHUMAS,GO,Privada,Faculdade
3618,FACULDADE MARIO SCHENBERG,FMS,COTIA,SP,Privada,Faculdade
3867,FACULDADE MAUÁ DE BRASÍLIA,MAUADF,BRASILIA,DF,Privada,Faculdade
216,CENTRO UNIVERSITÁRIO METODISTA IZABELA HENDRIX,CEUNIH,BELO HORIZONTE,MG,Privada,Centro Universitário
2056,FACULDADE DA ALTA PAULISTA,FAP,TUPA,SP,Privada,Faculdade
3783,FACULDADE PARAENSE DE ENSINO,FAPEN,BELEM,PA,Privada,Faculdade
200,FACULDADE CÁSPER LÍBERO,FCL,SAO PAULO,SP,Privada,Faculdade
3332,FACULDADE DE TECNOLOGIA SENAC RIO,FATEC,RIO DE JANEIRO,RJ,Privada,Faculdade
460,FACULDADE DE ARTES PLÁSTICAS DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FAAP,SAO PAULO,SP,Privada,Faculdade
242,CENTRO UNIVERSITÁRIO ANHANGUERA,UNIA,SANTO ANDRE,SP,Privada,Centro Universitário
1224,CENTRO UNIVERSITÁRIO DE JALES,UNIJALES,JALES,SP,Privada,Centro Universitário
254,CENTRO UNIVERSITÁRIO CAPITAL,UNICAPITAL,SAO PAULO,SP,Privada,Centro Universitário
647,FACULDADE DE ENFERMAGEM LUIZA DE MARILLAC,FELM,RIO DE JANEIRO,RJ,Privada,Faculdade
1428,INSTITUTO DE ENSINO SUPERIOR PLANALTO,IESPLAN,BRASILIA,DF,Privada,Faculdade
375,UNIVERSIDADE DE SANTO AMARO,UNISA,SAO PAULO,SP,Privada,Universidade
3986,INSTITUTO SUPERIOR DE EDUCAÇÃO DO PARANÁ,INSEP,MARINGA,PR,Privada,Faculdade
2549,FACULDADE PAULISTA DE EDUCAÇÃO E COMUNICAÇÃO,FAPEC,IBIUNA,SP,Privada,Faculdade
330,UNIVERSIDADE IGUAÇU,UNIG,NOVA IGUACU,RJ,Privada,Universidade
483,CENTRO UNIVERSITÁRIO METROPOLITANO DE SÃO PAULO,UNIMESP,GUARULHOS,SP,Privada,Centro Universitário
1058,CENTRO UNIVERSITÁRIO ESTÁCIO DA BAHIA - ESTÁCIO FIB,FIB,SALVADOR,BA,Privada,Centro Universitário
1877,FACULDADE ATUAL,FAAT,MACAPA,AP,Privada,Faculdade
3029,FACULDADE DA AMAZÔNIA,FAAM,ANANINDEUA,PA,Privada,Faculdade
1155,FACULDADE SALESIANA DE SANTA TERESA,FSST,CORUMBA,MS,Privada,Faculdade
1175,FACULDADES RIOGRANDENSES,FARGS,PORTO ALEGRE,RS,Privada,Faculdade
79,INSTITUTO MUNICIPAL DE ENSINO SUPERIOR DE CATANDUVA,IMES CATANDUVA,CATANDUVA,SP,Pública,Faculdade
2334,FACULDADE CENECISTA DE RIO DAS OSTRAS,FCRO,RIO DAS OSTRAS,RJ,Privada,Faculdade
4169,FACULDADE NOSSA CIDADE,FNC,CARAPICUIBA,SP,Privada,Faculdade
3193,FACULDADES INTEGRADAS DOS CAMPOS GERAIS,CESCAGE,PONTA GROSSA,PR,Privada,Faculdade
2133,"FACULDADE DE CIÊNCIAS, EDUCAÇÃO E TEOLOGIA DO NORTE DO BRASIL",FACETEN,BOA VISTA,RR,Privada,Faculdade
1457,FACULDADE ESTÁCIO EURO- PANAMERICANA DE HUMANIDADES E TECNOLOGIAS - ESTÁCIO EUROPAN,"ESTÁCIOEUROPAN",COTIA,SP,Privada,Faculdade
3954,FACULDADE DE CIÊNCIAS JURÍDICAS E GERENCIAIS DE OLIVEIRA,FACIJUGO,OLIVEIRA,MG,Privada,Faculdade
2879,FACULDADE METROPOLITANA DE CAIEIRAS,FMC,CAIEIRAS,SP,Privada,Faculdade
5314,FACULDADES UNIFICADAS DE GUARAPARI,FUG,GUARAPARI,ES,Privada,Faculdade
3448,INSTITUTO SUPERIOR DE EDUCAÇÃO IBITURUNA,ISEIB,MONTES CLAROS,MG,Privada,Faculdade
5369,FACULDADES INTEGRADAS ASMEC,ASMEC,OURO FINO,MG,Privada,Faculdade
3743,FACULDADE DE TECNOLOGIA SÃO FRANCISCO,FATESF,JACAREI,SP,Privada,Faculdade
900,FACULDADE DE CIÊNCIAS ADMINISTRATIVAS E DE TECNOLOGIA,FATEC,PORTO VELHO,RO,Privada,Faculdade
5671,CENTRO UNIVERSITÁRIO SÃO JOSÉ DE ITAPERUNA,,ITAPERUNA,RJ,Privada,Centro Universitário
4411,FACULDADE PANAMERICANA DE JI-PARANÁ,,JI-PARANA,RO,Privada,Faculdade
14162,FACULDADE PRESIDENTE ANTÔNIO CARLOS DE GOVERNADOR VALADARES,FAU G. Valadares,"GOVERNADORVALADARES",MG,Privada,Faculdade
3478,FACULDADE DE CIÊNCIAS EXATAS E HUMANAS DA CAMPANHA,FCCP,CAMPANHA,MG,Privada,Faculdade
1678,FACULDADE DE CIÊNCIAS DE WENCESLAU BRAZ,FACIBRA,WENCESLAU BRAZ,PR,Privada,Faculdade
2911,FACULDADE PAN AMAZÔNIA,FAPAN,BELEM,PA,Privada,Faculdade
2844,FACULDADE SALESIANA DOM BOSCO DE PIRACICABA,FSDB,PIRACICABA,SP,Privada,Faculdade
231,FACULDADE DE SÃO BERNARDO DO CAMPO - FASB,FASB I,"SAO BERNARDO DOCAMPO",SP,Privada,Faculdade
4746,FACULDADE CATÓLICA DO CARIRI,,CRATO,CE,Privada,Faculdade
3157,INSTITUTO SUPERIOR DE EDUCAÇÃO ALMEIDA RODRIGUES,ISEAR,RIO VERDE,GO,Privada,Faculdade
3854,FACULDADE DAS ÁGUAS EMENDADAS - FAE,FAE,BRASILIA,DF,Privada,Faculdade
3518,FACULDADE JANGADA,FJ,JARAGUA DO SUL,SC,Privada,Faculdade
508,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DO SUL DE MINAS - FACESM,FACESM,ITAJUBA,MG,Privada,Faculdade
4100,FACULDADE DE TECNOLOGIA SENAI ÍTALO BOLOGNA,FATECIB,GOIANIA,GO,Privada,Faculdade
1289,FACULDADE DE DIREITO DA FUNDAÇÃO ARMANDO ALVARES PENTEADO,FAD-FAAP,SAO PAULO,SP,Privada,Faculdade
410,FACULDADE DE CIÊNCIAS HUMANAS ESUDA,FCHE,RECIFE,PE,Privada,Faculdade
5439,FACULDADES INTEGRADAS DA UNIÃO EDUCACIONAL DO PLANALTO CENTRAL - FACIPLAC,FACIPLAC,BRASILIA,DF,Privada,Faculdade
1300,INSTITUTO TAQUARITINGUENSE DE ENSINO SUPERIOR DR. ARISTIDES DE CARVALHO SCHLOBACH,ITES,TAQUARITINGA,SP,Privada,Faculdade
1625,FACULDADE REUNIDA,FAR,ILHA SOLTEIRA,SP,Privada,Faculdade
1844,FACULDADES INTEGRADAS STELLA MARIS DE ANDRADINA,FISMA,ANDRADINA,SP,Privada,Faculdade
1086,FACULDADE DE EDUCAÇÃO DE COLORADO DO OESTE,FAEC,"COLORADO DOOESTE",RO,Privada,Faculdade
2233,FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS DE BELO HORIZONTE,FACISABH,BELO HORIZONTE,MG,Privada,Faculdade
1961,INSTITUTO TECNOLÓGICO E DAS CIÊNCIAS SOCIAIS APLICADAS E DA SAÚDE DO CENTRO EDUC. N. SRA AUXILIADORA,ITCSAS/CENSA,"CAMPOS DOSGOYTACAZES",RJ,Privada,Faculdade
1310,FACULDADE DE AMERICANA,FAM,AMERICANA,SP,Privada,Faculdade
4197,FACULDADE ALIANÇA,FACE,TERESINA,PI,Privada,Faculdade
727,"FACULDADE DE FILOSOFIA, CIÊNCIAS E LETRAS DO ALTO SÃO FRANCISCO",FASF,LUZ,MG,Privada,Faculdade
1417,FACULDADE CENECISTA DE CAMPO LARGO,FACECLA,CAMPO LARGO,PR,Privada,Faculdade
162,CENTRO UNIVERSITÁRIO BELAS ARTES DE SÃO PAULO,FEBASP,SAO PAULO,SP,Privada,Centro Universitário
2399,FACULDADE DE SOROCABA,,SOROCABA,SP,Privada,Faculdade
1411,FACULDADE DOIS DE JULHO,F2J,SALVADOR,BA,Privada,Faculdade
1019,FACULDADE DE CIÊNCIAS E TECNOLOGIA DE UNAÍ - FACTU,FACTU,UNAI,MG,Privada,Faculdade
1917,FACULDADE DE CIÊNCIAS BIOMÉDICAS DE CACOAL,FACIMED,CACOAL,RO,Privada,Faculdade
3307,FACULDADE INED DE RIO CLARO,CBTA,RIO CLARO,SP,Privada,Faculdade
2173,FACULDADE GUAIANÁS,FAG,SAO PAULO,SP,Privada,Faculdade
2828,FACULDADE ITABIRANA DE SAÚDE,FISA,ITABIRA,MG,Privada,Faculdade
2475,FACULDADE ARQUIDIOCESANA DE MARIANA,FAM,MARIANA,MG,Privada,Faculdade
1718,FACULDADE NOBRE DE FEIRA DE SANTANA,FAN,FEIRA DE SANTANA,BA,Privada,Faculdade
1817,FACULDADE ESTÁCIO DE CURITIBA,,CURITIBA,PR,Privada,Faculdade
4766,FACULDADE UNA DE CONTAGEM,FUNAC,CONTAGEM,MG,Privada,Faculdade
682,FACULDADE DO NOROESTE DE MINAS,FINOM,PARACATU,MG,Privada,Faculdade
5550,FACULDADE ANHANGUERA DE ANÁPOLIS,FAAA,ANAPOLIS,GO,Privada,Faculdade
2072,FACULDADE DE DESENVOLVIMENTO SUSTENTÁVEL DE CRUZEIRO DO SUL,IEVAL,CRUZEIRO DO SUL,AC,Privada,Faculdade
4964,FACULDADE DE CIÊNCIAS E TECNOLOGIA DO MARANHÃO,FACEMA,CAXIAS,MA,Privada,Faculdade
3470,FACULDADE EDUCAÇÃO FÍSICA DE PASSOS,FADEF,PASSOS,MG,Privada,Faculdade
2949,FACULDADE DO BAIXO PARNAÍBA,FAP,CHAPADINHA,MA,Privada,Faculdade
176,UNIVERSIDADE CASTELO BRANCO,UCB,RIO DE JANEIRO,RJ,Privada,Universidade
4153,FACULDADE JOAQUIM NABUCO RECIFE,FJN,RECIFE,PE,Privada,Faculdade
533,FACULDADES INTEGRADAS DE ITAPETININGA,FII,ITAPETININGA,SP,Privada,Faculdade
1521,INSTITUTO DE ESTUDOS SUPERIORES DA AMAZÔNIA,IESAM,BELEM,PA,Privada,Faculdade
2779,FACULDADE DE INFORMÁTICA DE OURO PRETO DO OESTE,FIOURO,"OURO PRETO DOOESTE",RO,Privada,Faculdade
1831,FACULDADE CENTRO PAULISTA,CESI,IBITINGA,SP,Privada,Faculdade
244,CENTRO UNIVERSITÁRIO FIEO,UNIFIEO,OSASCO,SP,Privada,Centro Universitário
3001,FACULDADE CENECISTA DE RONDONÓPOLIS,FACER,RONDONOPOLIS,MT,Privada,Faculdade
1709,FACULDADE INTEGRADA DE PERNAMBUCO,FACIPE,RECIFE,PE,Privada,Faculdade
2279,FACULDADE INTEGRADA METROPOLITANA DE CAMPINAS,METROCAMP,CAMPINAS,SP,Privada,Faculdade
1610,FACULDADE DAS ATIVIDADES EMPRESARIAIS DE TERESINA,FAETE,TERESINA,PI,Privada,Faculdade
3805,FACULDADE DE TECNOLOGIA DA PARAÍBA,FATECPB,CABEDELO,PB,Privada,Faculdade
1096,FACULDADE DE PRESIDENTE EPITÁCIO - FAPE,FAPE,"PRESIDENTEEPITACIO",SP,Privada,Faculdade
5124,FACULDADE FACMIL,,"SAO JOSE DO RIOPRETO",SP,Privada,Faculdade
77,FACULDADE DA REGIÃO DOS LAGOS,FERLAGOS,CABO FRIO,RJ,Privada,Faculdade
2117,FACULDADE DE CIÊNCIA E TECNOLOGIA,FACITEC,PALOTINA,PR,Privada,Faculdade
3393,FACULDADE DE ENSINO SUPERIOR DOM BOSCO,FACDOMBOSCO,"CORNELIOPROCOPIO",PR,Privada,Faculdade
1858,FACULDADE INTEGRADA EUCLIDES FERNANDES,FAJ,JEQUIE,BA,Privada,Faculdade
